file,frame,distance_safe,sitting
60cm.h5,726,True,True
60cm.h5,727,True,True
60cm.h5,728,True,True
60cm.h5,729,True,True
60cm.h5,730,True,True
60cm.h5,731,True,True
60cm.h5,732,False,True
60cm.h5,733,False,True
60cm.h5,734,False,True
60cm.h5,735,False,True
60cm.h5,736,True,True
60cm.h5,737,True,True
60cm.h5,738,True,True
60cm.h5,739,True,True
60cm.h5,740,True,True
60cm.h5,741,True,True
60cm.h5,742,True,True
60cm.h5,743,True,True
60cm.h5,744,True,True
60cm.h5,745,True,True
60cm.h5,746,True,True
60cm.h5,747,True,True
60cm.h5,748,True,True
60cm.h5,749,True,True
60cm.h5,750,True,True
60cm.h5,751,True,True
60cm.h5,752,True,True
60cm.h5,753,True,True
60cm.h5,754,True,False
60cm.h5,755,True,False
60cm.h5,756,True,True
60cm.h5,757,True,True
60cm.h5,758,True,True
60cm.h5,759,True,True
60cm.h5,760,True,True
60cm.h5,761,True,False
60cm.h5,762,True,True
60cm.h5,763,True,True
60cm.h5,764,True,False
60cm.h5,765,True,True
60cm.h5,766,True,True
60cm.h5,767,True,True
60cm.h5,768,True,True
60cm.h5,769,True,True
60cm.h5,770,True,True
60cm.h5,771,True,True
60cm.h5,772,True,True
60cm.h5,773,True,True
60cm.h5,774,True,True
60cm.h5,775,True,True
60cm.h5,776,True,True
60cm.h5,777,True,True
60cm.h5,778,True,True
60cm.h5,779,True,True
60cm.h5,780,True,True
60cm.h5,781,True,True
60cm.h5,782,True,True
60cm.h5,783,True,True
60cm.h5,784,True,True
60cm.h5,785,True,True
60cm.h5,786,True,True
60cm.h5,787,True,True
60cm.h5,788,True,True
60cm.h5,789,True,True
60cm.h5,790,True,True
60cm.h5,791,True,True
60cm.h5,792,True,True
60cm.h5,793,True,True
60cm.h5,794,True,True
60cm.h5,795,True,True
60cm.h5,796,True,True
60cm.h5,797,True,True
60cm.h5,798,True,True
60cm.h5,799,True,True
60cm.h5,800,True,True
60cm.h5,801,True,True
60cm.h5,802,True,True
60cm.h5,803,True,True
60cm.h5,804,True,True
60cm.h5,805,True,True
60cm.h5,806,True,True
60cm.h5,807,True,True
60cm.h5,808,True,True
60cm.h5,809,True,True
60cm.h5,810,True,True
60cm.h5,811,True,True
60cm.h5,812,True,True
60cm.h5,813,True,True
60cm.h5,814,True,True
60cm.h5,815,True,True
60cm.h5,816,True,True
60cm.h5,817,True,True
60cm.h5,818,True,True
60cm.h5,819,True,True
60cm.h5,820,True,True
60cm.h5,821,True,True
60cm.h5,822,True,True
60cm.h5,823,True,True
60cm.h5,824,True,True
60cm.h5,825,True,True
60cm.h5,826,True,True
60cm.h5,827,True,True
60cm.h5,828,True,True
60cm.h5,829,True,True
60cm.h5,830,True,True
60cm.h5,831,True,True
60cm.h5,832,True,True
60cm.h5,833,True,True
60cm.h5,834,True,True
60cm.h5,835,True,True
60cm.h5,836,True,True
60cm.h5,837,True,True
60cm.h5,838,True,True
60cm.h5,839,True,True
60cm.h5,840,True,True
60cm.h5,841,True,True
60cm.h5,842,True,True
60cm.h5,843,True,True
60cm.h5,844,True,True
60cm.h5,845,True,True
60cm.h5,846,True,True
60cm.h5,847,True,True
60cm.h5,848,True,True
60cm.h5,849,True,True
60cm.h5,850,True,True
60cm.h5,851,False,True
60cm.h5,852,False,True
60cm.h5,853,True,True
60cm.h5,854,True,True
60cm.h5,855,True,True
60cm.h5,856,True,True
60cm.h5,857,True,True
60cm.h5,858,True,True
60cm.h5,859,True,True
60cm.h5,860,True,True
60cm.h5,861,True,True
60cm.h5,862,True,True
60cm.h5,863,False,True
60cm.h5,864,False,True
60cm.h5,865,False,True
60cm.h5,866,False,True
60cm.h5,867,False,True
60cm.h5,868,False,True
60cm.h5,869,True,True
60cm.h5,870,True,True
60cm.h5,871,True,True
60cm.h5,872,True,True
60cm.h5,873,True,True
60cm.h5,874,True,True
60cm.h5,875,True,True
60cm.h5,876,True,True
60cm.h5,877,True,True
60cm.h5,878,True,True
60cm.h5,879,True,True
60cm.h5,880,True,True
60cm.h5,881,True,True
60cm.h5,882,True,True
60cm.h5,883,True,True
60cm.h5,884,True,True
60cm.h5,885,True,True
60cm.h5,886,True,True
60cm.h5,887,True,True
60cm.h5,888,True,True
60cm.h5,889,True,True
60cm.h5,890,True,True
60cm.h5,891,True,True
60cm.h5,892,True,True
60cm.h5,893,True,True
60cm.h5,894,True,True
60cm.h5,895,True,True
60cm.h5,896,True,True
60cm.h5,897,True,True
60cm.h5,898,True,True
60cm.h5,899,True,True
60cm.h5,900,True,True
60cm.h5,901,True,True
60cm.h5,902,True,True
60cm.h5,903,True,True
60cm.h5,904,True,True
60cm.h5,905,True,True
60cm.h5,906,True,True
60cm.h5,907,True,True
60cm.h5,908,True,True
60cm.h5,909,True,True
60cm.h5,910,True,True
60cm.h5,911,True,True
60cm.h5,912,True,True
60cm.h5,913,True,True
60cm.h5,914,True,True
60cm.h5,915,True,True
60cm.h5,916,True,True
60cm.h5,917,True,True
60cm.h5,918,True,True
60cm.h5,919,True,True
60cm.h5,920,True,True
60cm.h5,921,True,True
60cm.h5,922,True,True
60cm.h5,923,True,True
60cm.h5,924,True,True
60cm.h5,925,True,True
60cm.h5,926,True,True
60cm.h5,927,True,True
60cm.h5,928,True,True
60cm.h5,929,True,True
60cm.h5,930,True,True
60cm.h5,931,True,True
60cm.h5,932,True,True
60cm.h5,933,True,True
60cm.h5,934,True,True
60cm.h5,935,True,True
60cm.h5,936,True,True
60cm.h5,937,True,True
60cm.h5,938,True,True
60cm.h5,939,True,True
60cm.h5,940,True,True
60cm.h5,941,True,True
60cm.h5,942,True,True
60cm.h5,943,True,True
60cm.h5,944,True,True
60cm.h5,945,True,True
60cm.h5,946,True,True
60cm.h5,947,True,True
60cm.h5,948,True,True
60cm.h5,949,True,True
60cm.h5,950,True,True
60cm.h5,951,False,True
60cm.h5,952,False,True
60cm.h5,953,False,True
60cm.h5,954,False,True
60cm.h5,955,False,True
60cm.h5,956,False,True
60cm.h5,957,False,True
60cm.h5,958,False,True
60cm.h5,959,False,True
60cm.h5,960,False,True
60cm.h5,961,False,True
